LCLAS_NM,MLSFC_NM,SIGNGU_NM,FCLTY_CO
문화예술,지역문화시설,전라남도 장성군,54
문화예술,지역문화시설,전라남도 완도군,36
문화예술,지역문화시설,전라남도 진도군,26
문화예술,지역문화시설,전라남도 신안군,56
문화예술,지역문화시설,경상북도 포항시,110
문화예술,지역문화시설,경상북도 경주시,295
문화예술,지역문화시설,경상북도 김천시,74
문화예술,지역문화시설,경상북도 안동시,300
문화예술,지역문화시설,경상북도 구미시,130
문화예술,지역문화시설,경상북도 영주시,91
문화예술,지역문화시설,경상북도 영천시,92
문화예술,지역문화시설,경상북도 상주시,85
문화예술,지역문화시설,경상북도 문경시,38
문화예술,지역문화시설,경상북도 경산시,64
문화예술,지역문화시설,경상북도 군위군,39
문화예술,지역문화시설,경상북도 의성군,79
문화예술,지역문화시설,경상북도 청송군,58
문화예술,지역문화시설,경상북도 영양군,45
문화예술,지역문화시설,경상북도 영덕군,81
문화예술,지역문화시설,경상북도 청도군,64
문화예술,지역문화시설,경상북도 고령군,44
문화예술,지역문화시설,경상북도 성주군,91
문화예술,지역문화시설,경상북도 칠곡군,52
문화예술,지역문화시설,경상북도 예천군,28
문화예술,지역문화시설,경상북도 봉화군,63
문화예술,지역문화시설,경상북도 울진군,34
문화예술,지역문화시설,경상북도 울릉군,22
문화예술,지역문화시설,경상남도 창원시,101
문화예술,지역문화시설,경상남도 진주시,104
문화예술,지역문화시설,경상남도 통영시,55
문화예술,지역문화시설,경상남도 사천시,47
문화예술,지역문화시설,경상남도 김해시,54
문화예술,지역문화시설,경상남도 밀양시,136
문화예술,지역문화시설,경상남도 거제시,40
문화예술,지역문화시설,경상남도 양산시,48
문화예술,지역문화시설,경상남도 의령군,59
문화예술,지역문화시설,경상남도 함안군,63
문화예술,지역문화시설,경상남도 창녕군,75
문화예술,지역문화시설,경상남도 고성군,60
문화예술,지역문화시설,경상남도 남해군,37
문화예술,지역문화시설,경상남도 하동군,52
문화예술,지역문화시설,경상남도 산청군,59
문화예술,지역문화시설,경상남도 함양군,40
문화예술,지역문화시설,경상남도 거창군,78
문화예술,지역문화시설,경상남도 합천군,113
문화예술,지역문화시설,제주특별자치도 제주시,184
문화예술,지역문화시설,제주특별자치도 서귀포시,121
문화예술,학교/교육기관,서울특별시 종로구,160
문화예술,학교/교육기관,서울특별시 중구,112
문화예술,학교/교육기관,서울특별시 용산구,112
문화예술,학교/교육기관,서울특별시 성동구,156
문화예술,학교/교육기관,서울특별시 광진구,171
문화예술,학교/교육기관,서울특별시 동대문구,174
문화예술,학교/교육기관,서울특별시 중랑구,147
문화예술,학교/교육기관,서울특별시 성북구,260
문화예술,학교/교육기관,서울특별시 강북구,106
문화예술,학교/교육기관,서울특별시 도봉구,146
문화예술,학교/교육기관,서울특별시 노원구,304
문화예술,학교/교육기관,서울특별시 은평구,193
문화예술,학교/교육기관,서울특별시 서대문구,174
문화예술,학교/교육기관,서울특별시 마포구,177
문화예술,학교/교육기관,서울특별시 양천구,184
문화예술,학교/교육기관,서울특별시 강서구,245
문화예술,학교/교육기관,서울특별시 구로구,176
문화예술,학교/교육기관,서울특별시 금천구,97
문화예술,학교/교육기관,서울특별시 영등포구,165
문화예술,학교/교육기관,서울특별시 동작구,180
문화예술,학교/교육기관,서울특별시 관악구,179
문화예술,학교/교육기관,서울특별시 서초구,202
문화예술,학교/교육기관,서울특별시 강남구,247
문화예술,학교/교육기관,서울특별시 송파구,267
문화예술,학교/교육기관,서울특별시 강동구,180
문화예술,학교/교육기관,부산광역시 중구,27
문화예술,학교/교육기관,부산광역시 서구,74
문화예술,학교/교육기관,부산광역시 동구,53
문화예술,학교/교육기관,부산광역시 영도구,89
문화예술,학교/교육기관,부산광역시 부산진구,217
문화예술,학교/교육기관,부산광역시 동래구,160
문화예술,학교/교육기관,부산광역시 남구,160
문화예술,학교/교육기관,부산광역시 북구,164
문화예술,학교/교육기관,부산광역시 해운대구,215
문화예술,학교/교육기관,부산광역시 사하구,187
문화예술,학교/교육기관,부산광역시 금정구,159
문화예술,학교/교육기관,부산광역시 강서구,113
문화예술,학교/교육기관,부산광역시 연제구,96
문화예술,학교/교육기관,부산광역시 수영구,84
문화예술,학교/교육기관,부산광역시 사상구,136
문화예술,학교/교육기관,부산광역시 기장군,115
문화예술,학교/교육기관,대구광역시 중구,78
문화예술,학교/교육기관,대구광역시 동구,204
문화예술,학교/교육기관,대구광역시 서구,99
문화예술,학교/교육기관,대구광역시 남구,82
문화예술,학교/교육기관,대구광역시 북구,281
문화예술,학교/교육기관,대구광역시 수성구,240
문화예술,학교/교육기관,대구광역시 달서구,353
문화예술,학교/교육기관,대구광역시 달성군,170
문화예술,학교/교육기관,인천광역시 중구,115
문화예술,학교/교육기관,인천광역시 동구,43
문화예술,학교/교육기관,인천광역시 미추홀구,172
문화예술,학교/교육기관,인천광역시 연수구,245
문화예술,학교/교육기관,인천광역시 남동구,266
문화예술,학교/교육기관,인천광역시 부평구,269
문화예술,학교/교육기관,인천광역시 계양구,159
문화예술,학교/교육기관,인천광역시 서구,306
문화예술,학교/교육기관,인천광역시 강화군,10
문화예술,학교/교육기관,인천광역시 옹진군,26
문화예술,학교/교육기관,광주광역시 동구,79
문화예술,학교/교육기관,광주광역시 서구,190
문화예술,학교/교육기관,광주광역시 남구,181
문화예술,학교/교육기관,광주광역시 북구,344
문화예술,학교/교육기관,광주광역시 광산구,306
문화예술,학교/교육기관,대전광역시 동구,148
문화예술,학교/교육기관,대전광역시 중구,174
문화예술,학교/교육기관,대전광역시 서구,323
문화예술,학교/교육기관,대전광역시 유성구,301
문화예술,학교/교육기관,대전광역시 대덕구,121
문화예술,학교/교육기관,울산광역시 중구,136
문화예술,학교/교육기관,울산광역시 남구,223
문화예술,학교/교육기관,울산광역시 동구,112
문화예술,학교/교육기관,울산광역시 북구,159
문화예술,학교/교육기관,울산광역시 울주군,182
문화예술,학교/교육기관,세종특별자치시 세종특별자치시,288
문화예술,학교/교육기관,경기도 수원시,711
문화예술,학교/교육기관,경기도 성남시,527
문화예술,학교/교육기관,경기도 의정부시,236
문화예술,학교/교육기관,경기도 안양시,250
문화예술,학교/교육기관,경기도 부천시,324
문화예술,학교/교육기관,경기도 광명시,113
문화예술,학교/교육기관,경기도 평택시,335
문화예술,학교/교육기관,경기도 동두천시,74
문화예술,학교/교육기관,경기도 안산시,364
문화예술,학교/교육기관,경기도 고양시,555
문화예술,학교/교육기관,경기도 과천시,23
문화예술,학교/교육기관,경기도 구리시,93
문화예술,학교/교육기관,경기도 남양주시,379
문화예술,학교/교육기관,경기도 오산시,150
문화예술,학교/교육기관,경기도 시흥시,240
문화예술,학교/교육기관,경기도 군포시,169
문화예술,학교/교육기관,경기도 의왕시,79
문화예술,학교/교육기관,경기도 하남시,140
문화예술,학교/교육기관,경기도 용인시,611
문화예술,학교/교육기관,경기도 파주시,70
문화예술,학교/교육기관,경기도 이천시,147
문화예술,학교/교육기관,경기도 안성시,150
문화예술,학교/교육기관,경기도 김포시,197
문화예술,학교/교육기관,경기도 화성시,549
문화예술,학교/교육기관,경기도 광주시,144
문화예술,학교/교육기관,경기도 양주시,150
문화예술,학교/교육기관,경기도 포천시,140
문화예술,학교/교육기관,경기도 여주시,98
문화예술,학교/교육기관,경기도 연천군,16
문화예술,학교/교육기관,경기도 가평군,56
문화예술,학교/교육기관,경기도 양평군,104
문화예술,학교/교육기관,강원도 춘천시,245
문화예술,학교/교육기관,강원도 원주시,299
문화예술,학교/교육기관,강원도 강릉시,210
문화예술,학교/교육기관,강원도 동해시,74
문화예술,학교/교육기관,강원도 태백시,60
문화예술,학교/교육기관,강원도 속초시,56
문화예술,학교/교육기관,강원도 삼척시,107
문화예술,학교/교육기관,강원도 홍천군,105
문화예술,학교/교육기관,강원도 횡성군,84
문화예술,학교/교육기관,강원도 영월군,76
문화예술,학교/교육기관,강원도 평창군,78
문화예술,학교/교육기관,강원도 정선군,70
문화예술,학교/교육기관,강원도 철원군,9
문화예술,학교/교육기관,강원도 화천군,42
문화예술,학교/교육기관,강원도 양구군,35
문화예술,학교/교육기관,강원도 인제군,65
문화예술,학교/교육기관,강원도 고성군,28
문화예술,학교/교육기관,강원도 양양군,51
문화예술,학교/교육기관,충청북도 청주시,606
문화예술,학교/교육기관,충청북도 충주시,215
